V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12
62,57,161,78,86,100,138,82,75,71,38,63
1083,905,2531,5950,10524,43011,97212,45146,15591,6410,2135,5729
35,14,22,39,46,114,173,140,105,91,35,63
2,0,0,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,0
355,260,739,642,649,868,1002,590,349,295,134,282
3,9,26,20,18,11,12,6,1,3,0,4
2,2,19,9,11,10,8,4,2,2,4,3
8,6,47,42,22,16,26,18,6,4,2,3
2,7,28,18,13,9,13,7,4,3,1,4
381,505,1912,2064,2237,2777,4845,3579,2453,1859,753,1510
5,4,5,7,19,30,54,257,2055,5027,660,1208
461,123,170,137,156,306,422,494,625,1044,929,1881
17,7,26,15,17,35,67,120,369,1368,1533,3302
3,0,4,1,2,4,9,10,26,110,125,290
21,11,23,17,26,42,90,172,541,1805,2048,4244
1,0,0,0,0,0,0,0,14,15,4,1
11,11,29,41,49,154,418,1024,1655,2532,1093,2166
138,68,135,120,243,492,1367,11530,29119,12061,667,1401
18,4,16,12,28,46,63,425,2809,7180,903,1667
7996,2133,2657,1435,1232,1394,1892,1270,1107,978,686,1354
6107,2280,3252,2508,2868,4015,5254,4099,3408,2956,1788,3450
11,9,45,43,42,56,88,48,37,36,11,25
14500,15683,63965,66954,70590,88934,154882,114042,76951,59307,23757,50028
2171,927,1976,1144,956,951,991,616,463,413,229,422
6972,5914,8629,5099,4960,4853,6484,4636,3499,2696,2308,4386
11015,4043,5732,4401,4994,7091,9173,7196,5899,5296,2986,6209
54,22,54,74,144,543,1007,1764,1573,1028,194,440
130,57,113,81,102,201,326,421,449,580,243,539
0,1,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,0,0,1,0,0,0
2,0,0,0,1,0,0,0,1,0,0,1
3,2,5,4,5,5,5,1,1,1,1,3
0,0,1,1,0,0,1,0,0,2,3,9
0,0,1,1,1,3,3,1,0,1,1,2
1949,698,1061,743,839,1239,1611,1281,1059,943,513,1064
8915,6458,17899,15061,15364,21063,24636,13556,9171,7208,3448,7205
635,671,1666,892,873,847,1079,839,660,607,316,641
1635,1749,5177,3151,2711,2863,3103,1836,1298,1011,640,1236
31740,11555,16642,12746,14468,20582,26888,20554,17114,14905,8912,17821
35,28,67,93,125,226,232,100,42,32,22,47
81,26,46,37,44,101,178,215,231,282,142,294
1225,547,1156,654,570,474,554,367,247,206,143,252
6033,6756,19620,11721,9938,10950,11674,7030,4929,3733,2296,4651
1724,1325,3499,3004,3010,4011,4825,2565,1909,1418,639,1349
3058,2558,3755,2256,2148,2176,2752,2011,1592,1171,1016,1972
8485,9249,22919,12690,11396,12011,15545,11340,9009,7877,4288,8960
6,68,235,62,31,12,8,6,8,5,1,4
2033,2096,6425,2947,1933,1362,1421,780,544,372,380,574
5,4,6,10,16,80,147,277,268,151,30,73
855,982,2402,1421,1419,1834,2496,1054,1088,1089,795,1727
2620,3075,7407,4180,4421,5594,7691,3366,3618,3440,2547,5679
0,1,1,2,5,10,10,15,66,206,216,480
198,127,365,529,907,2967,15967,63697,20815,2452,354,803
13,15,31,51,83,278,1530,6191,1978,243,34,100
10,8,26,51,42,79,80,44,14,15,6,16
0,2,8,8,16,21,27,14,5,5,2,4
195,120,193,151,369,705,2013,17106,42735,17897,953,2086
800,209,311,242,290,581,830,882,1235,1944,1718,3596
3681,1254,2957,4400,6339,14458,19726,16375,12532,10470,4311,8893
18,5,13,12,20,29,45,94,327,1088,1215,2462
2,2,2,1,6,0,5,4,0,1,0,1
7,58,157,46,26,6,7,5,4,0,4,4
567,583,1772,844,513,392,413,244,169,108,96,197
1555,1098,3005,2538,2616,3425,4117,2196,1548,1189,515,1190
7605,503,339,125,135,115,154,149,116,152,77,196
1101,1220,3570,2116,1813,1958,2142,1308,840,678,443,831
1443,1503,4507,2590,2189,2539,2660,1575,1113,848,500,1076
12037,10132,15063,8741,8375,8235,11233,7986,6276,4616,4003,7625
1614,3494,15998,10753,8309,6997,7597,3302,2040,1648,736,1530
5214,5852,16877,10107,8536,9489,10154,5947,4246,3375,2013,3968
3852,1779,3693,2103,1676,1647,1874,1173,794,711,436,839
2141,2260,5788,3081,2796,2929,3897,2823,2316,1963,1107,2170
3457,4236,9301,4448,3397,3009,3551,2340,1690,1221,1040,1994
1,2,6,9,13,30,111,312,516,750,298,678
20,11,53,56,61,85,137,105,65,57,17,45
138,154,438,225,127,88,81,50,32,34,25,27
2108,587,772,537,745,1282,1965,2076,2881,4871,4144,8860
4161,3572,5155,3053,2895,2836,3840,2810,2173,1533,1383,2660
26607,6991,9984,7124,9000,16463,24767,26958,36247,60659,53339,112409
379,110,144,93,129,217,336,393,491,892,762,1647
8,1,5,3,3,15,23,33,97,413,445,917
3252,3463,8617,4734,4261,4545,5878,4282,3484,2958,1638,3431
1628,1176,3406,2834,2800,3821,4616,2484,1734,1323,642,1241
1867,913,2169,2318,3238,6224,8967,5268,5115,6077,4400,10268
271,218,480,269,266,370,450,435,435,537,345,712
10,10,25,11,12,15,20,9,14,16,14,28
14,6,31,16,30,102,292,802,1312,1965,776,1807
25,35,68,58,57,102,79,63,49,50,31,55
7,2,5,7,20,50,112,185,161,120,16,55
2158,1685,3789,2057,1988,2800,3744,3354,3624,4439,2654,5605
1232,2696,12220,8384,6558,5500,6105,2441,1542,1312,565,1278
0,1,4,3,1,5,12,36,59,99,42,91
60,34,120,129,253,547,1608,4038,7128,10269,4436,9048
595,205,486,650,964,2240,3104,2518,1992,1685,718,1383
812,996,2195,1044,804,703,877,580,426,267,217,474
2799,3370,7902,5110,5436,8082,7225,6318,5161,5427,3081,5627
226,191,474,374,386,526,628,354,248,186,77,212
240,71,178,254,360,807,1147,899,732,593,227,470
3038,3574,8540,5010,5124,6479,8960,3921,4185,3811,2887,6700
47,19,70,41,57,101,172,306,1008,3597,4009,8362
1794,607,1362,2064,3010,6918,9422,7571,5842,5049,2177,4300
49,41,177,246,310,495,562,192,120,87,44,94
16,24,162,92,89,74,92,35,25,10,8,11
0,1,0,2,1,2,6,5,4,3,2,8
30,34,78,87,130,310,1005,2378,4178,6088,2710,5430
4488,1926,3824,3136,3406,6798,11134,13366,15297,19181,9334,19082
168,114,411,655,844,1408,1457,552,323,260,105,251
6130,1573,2378,1666,2058,3859,5799,6164,8500,14022,12323,25986
1223,529,1124,660,509,475,556,351,275,215,105,217
476,228,462,288,204,192,198,150,111,76,44,99
958,232,299,162,166,172,224,139,121,106,66,163
4836,4057,5995,3537,3304,3345,4485,3194,2545,1909,1603,3026
2655,2193,3257,1957,1827,1770,2446,1791,1359,986,877,1619
4289,4825,13547,8260,7128,7797,8243,4939,3444,2731,1719,3185
1216,410,617,472,513,787,932,750,627,580,332,660
1856,4037,19231,12621,9785,8296,9234,4054,2440,1944,850,1905
366,814,3703,2498,1879,1640,1851,798,500,425,161,357
20000,7191,10402,8203,8835,12841,16773,13055,10640,9606,5624,11383
1,4,7,6,6,5,4,2,0,1,0,0
2775,3216,7639,4399,4617,6004,7942,3389,3804,3596,2658,6068
99,50,101,62,174,356,572,3431,23092,56947,6819,13836
6864,2384,3584,2759,3150,4443,5930,4577,3706,3280,1936,3893
8697,9714,27545,16960,14072,15494,16730,9909,6934,5495,3355,6532
295,335,744,367,263,248,298,178,152,80,84,175
1557,1230,3077,2698,2719,3799,4469,2334,1675,1328,605,1299
8,62,226,54,22,14,11,5,3,3,0,5
2177,2453,6984,4277,3593,3951,4283,2516,1742,1390,839,1676
4622,3900,5792,3363,3163,3257,4338,3092,2424,1816,1563,2928
2081,1457,4364,3629,3712,5011,6009,3247,2192,1673,824,1667
2390,1988,2851,1769,1687,1590,2223,1627,1240,907,790,1524
7758,8159,20418,11503,10229,10699,14108,10241,8273,7355,3978,7941
953,719,2461,3463,4662,7881,8569,3155,1812,1362,611,1395
6827,3149,6403,3648,2957,2993,3201,1977,1460,1159,700,1477
1519,1256,1867,1140,975,1003,1476,956,809,623,462,952
1152,1357,3214,1963,2085,3136,2811,2537,2077,2168,1232,2235
18,13,37,53,71,239,1347,5153,1718,198,33,55
10534,7577,21109,17589,18021,24575,29140,15563,10962,8248,4036,8501
2248,2630,6409,3645,3943,4861,6679,2887,3047,2952,2210,4928
102,23,91,43,88,152,274,549,1720,6253,7057,14498
3191,3873,9447,5355,5543,7121,9578,4129,4403,4084,3159,7004
5958,6616,19114,11358,9707,10715,11547,6935,4723,3736,2381,4461
1,2,4,5,4,9,14,5,12,17,3,11
1519,1752,3797,1825,1350,1234,1431,946,702,465,410,776
28,14,34,33,28,61,112,194,637,2356,2544,5263
2786,1170,2263,1796,2116,4173,6804,8213,9123,11580,5633,11629
7,7,12,31,33,114,211,413,410,235,50,103
1,2,12,9,1,5,7,7,0,0,1,2
4,1,7,3,4,4,5,2,1,5,4,2
132,54,82,91,93,176,302,347,426,535,244,472
1906,870,1671,1311,1455,2879,4826,5751,6311,8115,3926,8112
788,402,915,969,1336,2605,3628,2292,2090,2515,1861,4408
2232,2480,6981,4250,3575,3917,4243,2409,1730,1400,823,1657
31,8,14,19,31,33,48,73,80,110,55,89
3,2,9,3,5,3,5,1,4,1,3,1
0,0,0,0,0,0,0,0,0,1,1,1
1,1,0,1,0,4,2,4,7,4,1,5
0,0,0,0,0,0,0,0,0,1,0,1
274,81,98,56,51,36,64,45,40,34,32,49
279,158,672,901,1244,2025,2303,882,458,367,159,363
1599,1839,4248,1990,1514,1289,1643,1000,752,526,479,842
9,4,18,8,11,29,29,12,6,15,2,5
28,20,57,91,132,218,241,96,58,38,13,28
650,841,1853,1095,1089,1369,1883,807,903,786,634,1469
67,27,85,114,181,696,1369,2510,2268,1398,294,645
8810,4047,8408,4752,3845,3680,4274,2751,1886,1559,917,1928
1159,1181,3578,1685,1089,806,820,453,336,221,182,355
537,1058,4914,3388,2598,2189,2406,1041,643,504,206,490
4123,2958,8234,6903,6985,9567,11321,6035,4359,3299,1591,3191
1365,359,538,371,467,811,1283,1413,1934,3103,2762,5784
3812,2747,7704,6526,6501,8863,10505,5770,4077,2998,1439,3085
1099,1372,3080,1690,1885,2376,3128,1369,1468,1333,1025,2383
190,72,165,144,182,333,594,1110,3677,12879,14706,30223
10,6,7,7,7,12,22,43,42,49,35,56
388,155,320,253,307,585,985,1150,1306,1738,824,1746
2392,1929,4189,2193,2121,3124,3972,3625,3986,4717,2889,6105
1818,636,976,716,859,1158,1569,1141,981,870,523,1013
796,852,2135,1232,1228,1618,2287,915,990,928,757,1651
890,914,2893,1297,815,586,613,349,257,170,126,276
2571,925,1234,969,1075,1585,1999,1667,1323,1233,644,1412
3708,4140,11872,7161,6123,6716,7078,4214,3020,2371,1503,2750
698,658,2138,962,608,405,465,276,200,129,95,192
10163,11780,28691,18651,19304,29248,25960,22786,18623,20102,10837,20146
2012,2136,6233,3951,3199,3607,3895,2218,1638,1257,758,1507
3276,3725,10621,6285,5445,5825,6295,3743,2660,2098,1237,2542
85,13,38,20,37,48,80,80,119,170,170,319
4076,4732,11339,6620,6887,8850,12020,5066,5507,5225,3899,8890
2780,3289,7260,3452,2783,2350,2818,1849,1384,961,795,1517
7057,1886,2405,1224,1111,1240,1626,1084,913,840,575,1218
4181,3489,7311,4091,4036,5736,7217,6457,6930,8589,5169,10814
5532,6575,14466,6815,5492,4832,5636,3694,2653,1809,1598,2980
0,0,0,0,0,0,2,2,2,1,1,0
0,0,0,0,1,1,2,2,3,22,22,44
5,1,7,5,6,13,22,40,105,421,446,965
18,8,29,33,31,101,139,118,102,76,34,53
9,6,16,5,12,23,35,75,214,779,844,1786
14,13,18,10,9,20,19,22,29,29,17,31
20313,9338,19080,11056,9015,8696,9469,6178,4458,3540,2014,4341
7,7,12,13,22,63,147,367,699,1008,432,894
3995,1389,2127,1544,1876,2504,3429,2553,2209,1905,1095,2198
11,8,10,9,17,45,78,473,3317,7943,992,1877
1,0,0,0,1,3,4,14,118,310,37,68
26,8,25,18,31,43,64,134,441,1559,1861,3652
30,18,37,32,59,131,183,1233,8516,20690,2530,4895
7,3,13,16,27,106,474,1895,625,67,12,27
2,1,2,4,2,4,7,23,58,232,289,546
2,0,0,0,0,1,1,3,5,22,22,48
1,0,0,0,1,1,2,4,9,60,42,94
0,1,2,2,0,2,3,7,37,91,103,202
34,6,21,15,15,63,74,174,491,1800,2139,4256
0,0,0,0,0,0,0,0,0,2,1,2
3,1,1,2,3,4,4,14,46,138,153,383
0,0,1,0,0,0,1,1,1,22,25,57
1,1,2,2,1,3,0,5,14,76,67,150
27,7,26,47,74,290,499,893,812,539,95,226
341,375,903,516,571,631,989,385,419,405,354,683
7875,6619,9685,5767,5474,5409,7409,5195,4188,3079,2575,4897
2247,2681,6374,4051,4171,6275,5689,4988,4140,4435,2395,4423
3432,3719,10541,6243,5419,6166,6483,3675,2595,2100,1288,2501
3,10,41,23,28,18,31,7,11,7,0,4
1754,1935,4716,2760,2383,2451,3138,2303,1842,1695,911,1828
3448,1587,3199,1868,1533,1382,1624,1069,766,590,327,711
4,0,3,5,4,12,14,8,11,6,5,9
1908,690,1491,2282,3339,7681,10216,8415,6608,5440,2275,4701
400,136,295,440,624,1524,2062,1710,1291,1075,438,920
68,30,58,92,107,246,376,178,208,239,171,352
1,2,12,7,13,30,120,297,462,655,281,560
2356,651,854,622,737,1432,2104,2326,3216,5461,4627,9934
64,78,157,378,660,2733,6263,2859,1030,401,144,359
7202,1923,2427,1221,1208,1301,1603,1146,949,841,583,1189
8849,10300,22834,11065,8627,7565,8996,5764,4294,2890,2697,4768
17697,14711,30565,16814,16624,23874,30135,27232,29567,35921,22095,45139
3781,1365,1947,1541,1622,2413,3228,2458,2147,1810,1052,2120
3,1,4,3,5,5,6,0,1,1,4,6
17,7,22,43,56,87,110,42,30,12,7,13
56,22,57,96,128,525,1040,1907,1770,1104,235,491
2,1,1,0,1,0,3,7,3,6,2,1
2283,1934,4000,2176,2238,3109,3902,3650,3970,4602,2902,6011
0,0,0,0,0,0,0,0,0,0,0,2
0,0,6,3,0,2,3,2,6,1,3,5
3454,3597,9040,4962,4616,4679,6103,4556,3618,3146,1776,3533
4366,1947,4040,2377,1909,1838,2078,1370,962,740,452,908
672,254,525,800,1173,2768,3767,3154,2388,2026,870,1714
4231,1553,2268,1825,2016,2872,3755,2894,2403,2152,1251,2496
295,79,110,58,103,184,279,313,369,630,550,1124
105,74,105,106,219,419,1140,9821,24543,10302,524,1188
50,15,14,11,13,43,61,62,68,129,124,223
7673,8899,19989,9711,7577,6540,7928,5091,3654,2565,2339,4130
36255,26573,73276,61739,62386,85614,100837,54643,38307,29074,13900,29347
1865,2176,5194,2961,3259,4113,5424,2285,2566,2321,1792,4109
18,14,23,8,36,82,117,670,4734,11683,1401,2752
291,139,406,575,875,3490,6751,12042,11414,7134,1480,3095
3801,4078,11657,7031,6016,6716,7065,4262,2889,2322,1348,2734
1457,1653,3991,2636,2678,4099,3585,3125,2539,2715,1544,2767
4339,1982,4177,2394,2021,1897,2156,1288,920,804,456,902
1297,916,3279,4656,6090,10435,11353,4250,2334,1819,812,1897
1035,375,808,1193,1751,4148,5469,4715,3563,3006,1220,2490
127,60,106,107,207,377,658,3926,26886,65711,7920,15862
0,0,0,0,1,1,0,23,60,23,1,2
3470,1482,3383,1923,1590,1534,1681,1085,770,617,381,783
259,102,136,119,114,183,207,173,150,126,74,140
525,554,1828,791,553,336,393,242,164,114,80,185
116,93,348,482,594,1111,1184,453,214,203,70,215
40578,41896,128488,58892,38303,27412,28163,16114,11574,7945,6585,12712
1301,1093,2326,1311,1287,1843,2276,2113,2327,2683,1698,3328
4199,3057,8450,7017,7233,9856,11402,6343,4549,3347,1601,3324
4277,1123,1479,724,727,818,1012,681,590,524,328,786
8,1,4,4,10,15,20,37,107,341,398,786
4,16,23,13,12,17,21,18,22,21,12,32
7455,1967,2506,1286,1237,1337,1736,1169,975,906,601,1238
77382,89654,215037,139741,144063,218197,194213,171323,139303,149249,81775,148679
1,1,0,0,1,0,0,2,1,0,0,0
198,100,246,382,543,2086,4011,7298,6902,4443,877,1969
0,0,0,0,0,1,1,3,3,2,0,2
0,0,0,0,1,1,0,2,1,2,0,0
3,4,9,9,15,66,116,244,216,126,34,57
2,3,9,2,5,5,13,5,7,6,3,7
3,4,14,6,11,10,28,55,161,576,599,1399
40,11,35,63,88,335,671,1275,1157,720,145,305
10,12,14,25,42,95,261,732,1268,1836,798,1663
1422,1231,1773,1060,939,974,1389,962,756,557,518,926
9360,3494,4962,3879,4305,6269,8070,6641,5218,4612,2696,5434
6104,4363,12327,10376,10558,14452,16795,9260,6294,4965,2255,4894
3000,1443,3015,1698,1364,1383,1433,971,670,547,277,672
1536,1111,3042,2474,2637,3622,4268,2158,1655,1201,601,1259
1739,857,2035,2269,3125,5912,8637,4998,4917,5741,4468,9799
7294,3354,6929,4035,3292,3154,3522,2250,1559,1241,772,1534
16,14,24,18,31,50,87,161,461,1763,1918,4090
3165,1574,4114,6172,9304,36684,70886,125938,118096,74858,15481,33048
2,3,1,2,1,0,0,0,0,1,0,0
522,194,360,583,866,1908,2651,2271,1708,1485,589,1226
17,9,26,33,38,60,110,55,60,71,59,127
0,0,0,0,0,0,1,4,6,8,3,7
18,10,18,11,30,65,191,1349,3604,1540,84,168
15,0,14,13,18,16,39,72,230,823,985,1921
36,45,130,117,197,555,1628,3898,6959,10089,4310,8881
2,1,3,4,2,14,25,35,35,36,2,13
44,23,61,53,94,158,230,131,111,154,133,299
9,9,17,15,14,22,21,24,32,30,19,38
4592,3869,5679,3321,3152,3045,4277,3064,2315,1806,1576,2887
894,1009,2436,1446,1516,1853,2667,1118,1219,1140,861,1988
7,8,35,38,34,64,77,68,40,39,10,26
9506,4302,9178,5204,4316,4017,4444,2940,2094,1678,965,2026
12761,4587,6556,4949,5637,8273,10606,8099,6842,5968,3652,6929
2577,3018,7186,4601,4786,7228,6450,5683,4591,4879,2779,4862
4491,1928,4059,2313,1893,1886,2070,1425,914,752,466,918
16105,17878,50165,30111,25784,28293,30474,18216,12491,10031,6009,11726
64,74,219,102,61,51,46,28,17,13,16,28
226,555,2469,1693,1284,1099,1175,513,323,269,130,252
2,3,7,4,3,3,4,0,3,0,3,2
244,168,482,406,407,561,645,374,268,195,102,190
621,388,1179,1043,1034,1349,1623,931,647,441,228,451
5647,6214,15075,8465,7430,8014,10248,7605,6162,5356,2981,5858
3650,3075,4387,2685,2475,2522,3365,2331,1908,1362,1179,2354
142,60,182,270,416,1667,3078,5596,5264,3251,650,1329
352,258,708,622,614,845,956,541,369,267,146,268
3875,1471,2146,1551,1802,2530,3264,2629,2116,1949,1110,2273
3,8,16,15,24,44,46,24,24,24,21,63
25068,6590,8423,4364,4184,4347,5778,3919,3263,2996,1988,4123
127,55,163,109,144,308,434,880,2873,10037,11372,23160
2212,845,1142,893,1064,1394,1837,1438,1199,1076,619,1276
3963,1447,2031,1619,1844,2492,3361,2598,2135,1854,1110,2202
30,35,158,173,180,232,413,290,219,156,77,130
3241,1138,2456,3604,5307,12400,16732,14052,10865,9001,3795,7621
1735,415,580,456,549,1024,1542,1717,2315,3838,3287,6919
5936,6147,18661,8653,5709,3916,4074,2300,1636,1178,913,1813
99,45,113,76,93,176,282,358,407,452,249,510
520,409,893,523,433,685,873,895,855,1048,687,1310
1,1,2,1,3,7,12,11,7,8,2,2
3865,245,175,52,63,50,88,78,38,71,32,96
41,28,91,113,171,268,276,86,67,65,28,48
2,2,6,5,9,26,81,178,344,522,210,406
1402,1268,2646,1416,1378,1980,2473,2272,2615,3019,1940,3884
48,43,129,85,74,71,82,41,39,22,17,30
2018,702,1152,805,939,1283,1667,1316,1160,946,581,1103
2713,1244,2325,1883,2131,4146,6692,8006,9512,11537,5647,11687
5872,2223,3063,2441,2676,3765,4990,3905,3168,2946,1662,3216
1921,2112,6112,3602,2977,3432,3540,2187,1557,1161,757,1399
892,283,715,1041,1583,3578,4972,4040,3119,2639,1143,2247
0,2,4,7,10,26,54,178,316,476,197,400
224,251,550,652,975,2601,7476,18936,33075,47923,20865,42921
62,22,54,34,56,129,188,352,1134,3839,4435,9220
2,0,1,3,1,3,2,8,22,84,107,221
508,224,508,368,399,822,1367,1708,1851,2303,1116,2321
2,1,4,4,4,8,16,23,86,289,323,611
37,26,55,77,111,428,893,1448,1367,854,175,404
5,11,54,30,27,26,32,13,7,4,3,3
21,15,26,18,19,18,21,25,22,34,21,41
578,468,987,571,596,778,1018,919,966,1187,720,1535
10767,11754,33443,20134,17301,18799,20540,12281,8257,6519,4091,7884
1869,2267,4853,2409,1836,1721,1906,1294,923,589,565,1022
110,44,92,77,90,177,274,339,419,512,257,538
863,693,1416,814,788,1075,1373,1294,1392,1694,1036,2078
271,301,701,353,261,252,233,184,125,80,67,155
816,917,2634,1620,1240,1537,1640,949,622,511,319,569
5403,2018,2938,2196,2406,3460,4533,3567,2968,2627,1581,3071
475,562,1347,789,702,742,989,701,520,485,283,524
6319,7013,17252,9638,8726,9078,11923,8567,6956,6226,3383,6803
535,593,1431,661,511,479,521,345,255,179,175,312
2006,2389,5684,3692,3746,5865,5094,4396,3845,4006,2142,3861
87,79,272,127,69,57,59,31,33,16,12,30
0,0,0,0,2,1,1,2,1,11,28,48
0,2,0,0,0,1,1,1,2,16,24,57
0,0,0,0,0,0,1,3,44,107,9,29
3,1,2,3,6,18,82,151,257,374,170,315
2,8,7,12,17,54,118,363,602,874,362,774
127,63,161,229,345,1482,2763,4891,4523,2860,611,1333
1,1,0,0,0,5,3,6,4,2,2,1
1,1,4,1,4,10,40,254,695,279,13,46
0,0,0,0,0,0,2,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,1,1
5,1,5,2,3,7,4,1,3,5,0,3
164,32,65,24,25,35,42,18,14,20,21,19
1952,2188,5241,3370,3511,5592,4830,4183,3430,3623,2034,3714
20620,7460,10920,8297,9265,13512,17550,13514,11377,9905,5891,11508
12593,14559,32952,15748,12274,10768,12867,8249,6180,4177,3748,6864
11529,5162,10927,6123,5194,5055,5571,3511,2506,2117,1115,2584
2,5,3,5,9,25,73,152,304,455,179,385
1,0,1,4,1,5,9,30,75,81,40,67
3822,3079,6633,3669,3707,5276,6568,5988,6356,7827,4713,9909
6515,65524,235222,70178,31503,13616,11045,5358,3998,3855,1424,4034
15,45,216,142,114,101,115,51,24,23,11,28
49,21,54,32,43,84,154,289,904,3048,3472,7179
6747,6920,21310,9599,6303,4515,4527,2664,1996,1268,1098,2029
45,278,39,11,14,6,8,8,5,5,1,9
0,0,0,0,0,0,0,0,0,1,1,0
6,5,15,11,7,12,20,9,9,11,5,17
9,11,24,9,17,16,19,16,15,12,3,14
2,9,12,11,8,14,16,10,7,7,10,14
3,2,4,9,11,9,27,13,9,11,2,13
1,2,5,9,11,69,311,1256,392,52,7,26
0,0,1,2,1,9,14,21,17,13,4,5
0,2,9,6,7,8,3,3,0,3,0,2
44,30,72,81,115,357,940,2418,4367,6283,2777,5506
650,257,336,253,268,393,523,460,328,292,193,369
759,362,851,922,1280,2529,3795,2188,2106,2456,1898,4237
44,23,37,22,86,144,266,1624,10747,25841,3227,6233
124,65,97,113,215,450,1144,9317,23418,9893,517,1123
422,366,554,325,292,312,405,272,239,190,140,276
2134,558,851,613,696,1355,2052,2232,2968,4897,4227,8920
9784,3653,5258,3949,4461,6340,8206,6461,5357,4671,2833,5512
67,54,111,54,64,81,107,88,98,131,87,151
5650,1483,1866,1002,889,1027,1266,841,704,672,504,954
788,676,1354,747,741,1046,1378,1287,1367,1612,967,2076
6799,3064,6440,3777,2914,2918,3272,2154,1473,1159,716,1431
40,8,12,18,13,26,31,34,47,88,72,168
16998,7927,16275,9351,7610,7284,8259,5357,3716,3002,1726,3607
8,10,10,19,37,98,538,2208,712,80,14,28
25,26,73,42,27,38,46,20,14,24,12,12
10849,12700,28250,13511,10616,9219,10998,7193,5166,3579,3258,5968
14892,4010,4852,2571,2463,2705,3528,2356,1977,1938,1190,2491
1641,1393,1942,1222,1096,1119,1485,1053,858,632,519,1014
0,1,7,14,11,18,38,15,10,12,5,15
16252,13529,19745,11751,11014,11103,14655,10519,8092,6207,5140,9983
1969,1995,6218,2784,1810,1302,1332,735,576,391,302,555
854,284,465,377,396,573,738,589,494,384,231,512
4723,4909,15024,6855,4424,3208,3283,1870,1380,953,754,1401
22317,24752,71151,42769,36129,39783,43155,25575,18131,13961,8647,16613
466,187,385,342,377,720,1144,1399,1633,1985,1014,2053
5,3,6,7,9,10,19,37,112,387,471,993
519,242,406,351,403,779,1294,1587,1786,2267,1094,2217
1038,1045,4438,4655,4973,6188,10621,8006,5362,4036,1635,3383
1255,1451,3582,2242,2427,3556,3162,2850,2261,2400,1364,2422
596,280,513,410,502,929,1535,1777,2095,2451,1224,2554
73037,84502,202748,131924,135481,204217,183618,161401,131875,139723,76736,140213
11560,5928,13294,14614,20173,38725,55959,33235,32306,37389,28701,64928
6114,6726,16512,9113,8251,8514,11262,8199,6582,5838,3169,6420
7347,3375,6939,3924,3276,3158,3415,2268,1576,1296,815,1526
2555,1811,5088,4294,4318,5911,6822,3744,2672,1991,975,2067
3940,2908,8037,6733,6765,9492,11153,5949,4122,3052,1544,3219
9614,2497,3486,2574,3219,6005,8968,9751,13187,21821,19291,40273
2507,2048,3016,1768,1723,1670,2269,1635,1235,948,793,1593
1525,1234,2628,1408,1398,2014,2550,2316,2539,3045,1896,3804
3952,3265,4792,2873,2778,2686,3587,2530,1978,1575,1320,2506
6003,5028,7636,4387,4269,4112,5582,3981,3139,2366,1996,3824
0,0,0,0,0,0,0,1,1,0,0,1
598,127,165,104,109,100,117,83,73,70,38,87
4804,5319,15343,9281,7699,8496,9277,5511,3863,3013,1846,3594
1,0,1,1,1,2,3,10,19,86,99,206
5,4,12,18,29,47,172,450,740,1103,497,937
0,0,0,1,1,1,0,0,1,4,0,1
5316,5532,13869,7638,6956,7154,9456,6875,5430,4868,2634,5433
4422,1197,1530,818,687,779,951,687,569,558,344,705
9,6,10,8,15,38,60,372,2567,6057,706,1452
8,1,3,13,14,24,31,24,26,15,4,16
2,1,3,3,8,16,19,14,15,11,3,6
125,134,598,674,650,875,1480,1116,744,569,248,529
492,323,504,440,930,1894,5243,43892,109043,45934,2367,5110
52,22,71,92,148,609,1240,2025,1897,1280,262,517
222,76,188,257,351,832,1094,991,793,645,257,517
1554,714,1487,851,651,642,694,494,335,269,155,305
4,2,3,1,1,10,10,29,108,384,469,866
3754,3117,4520,2661,2522,2575,3356,2448,1936,1473,1204,2331
0,0,0,0,1,1,0,1,0,0,0,0
1,1,2,0,2,6,2,2,4,5,2,5
3,0,2,2,10,12,6,3,0,1,1,1
0,1,1,1,1,4,0,3,3,2,6,13
0,0,0,0,0,0,0,0,0,3,1,1
49,46,108,123,204,506,1461,3819,6536,9504,4155,8303
499,344,1306,1755,2530,4061,4435,1629,917,692,310,749
2840,2259,4647,2563,2597,3591,4735,4308,4573,5543,3475,6883
555,635,1481,840,731,786,1033,744,619,544,289,621
5,4,6,7,11,14,22,31,34,27,21,32
128,42,116,80,121,207,343,698,2133,8078,8931,17996
3,2,5,4,1,2,7,7,8,6,4,9
4,5,6,2,6,8,16,28,96,333,408,799
2296,1908,2831,1680,1599,1635,2089,1554,1166,881,783,1429
2007,2349,5552,3724,3751,5791,5080,4471,3644,3961,2196,4064
452,160,351,551,817,1738,2366,1904,1523,1248,512,1096
27,31,66,75,126,334,930,2521,4177,6101,2661,5436
16030,1080,637,209,286,239,316,353,253,314,171,369
11,8,24,13,20,32,56,126,376,1314,1431,2867
4,0,2,5,1,6,10,18,51,222,232,413
607,163,193,156,195,362,531,579,802,1383,1237,2513
873,304,647,1003,1467,3291,4437,3836,2980,2492,984,2018
7188,6004,8639,5326,4906,4908,6577,4650,3635,2790,2342,4500
