"","X1","X2","X3","X4"
"7731",58,51,125,117
"7732",54,51,103,113
"7733",38,43,105,107
"7734",42,51,135,140
"7735",60,58,127,112
"7736",46,53,120,105
"7737",54,52,127,116
"7738",56,47,116,138
"7739",45,55,111,114
"7740",67,48,103,109
"7741",44,50,113,120
"7742",49,46,112,102
"7743",57,39,144,132
"7744",58,56,130,122
"7745",50,47,102,128
"7746",39,57,98,123
"7747",67,48,125,105
"7748",64,50,120,113
"7749",61,57,106,118
"7750",53,49,126,108
"7751",49,35,121,124
"7752",46,43,123,98
"7753",52,47,127,114
"7754",43,39,98,125
"7755",55,40,131,140
"7756",54,54,107,119
"7757",45,46,100,117
"7758",63,60,114,116
"7759",42,46,148,118
"7760",27,49,116,117
"7761",47,50,135,139
"7762",54,43,125,133
"7763",46,43,123,104
"7764",53,43,134,135
"7765",43,42,134,128
"7766",44,51,129,134
"7767",50,50,118,111
"7768",41,55,119,108
"7769",65,49,103,133
"7770",54,48,127,119
"7771",53,59,113,101
"7772",47,64,109,116
"7773",59,50,108,114
"7774",44,65,106,116
"7775",45,42,115,116
"7776",61,60,116,123
"7777",44,45,106,116
"7778",55,50,116,129
"7779",57,50,109,103
"7780",55,58,105,112
"7781",55,39,126,104
"7782",54,49,124,115
"7783",40,45,135,118
"7784",57,37,103,116
"7785",39,42,125,128
"7786",47,55,117,107
"7787",61,61,131,121
"7788",51,50,111,109
"7789",40,56,115,136
"7790",54,48,110,145
"7791",48,55,129,113
"7792",53,50,118,130
"7793",58,39,141,115
"7794",50,56,106,121
"7795",53,45,146,111
"7796",57,48,109,118
"7797",50,52,119,87
"7798",51,53,98,132
"7799",41,54,102,133
"7800",53,50,98,110
"7801",56,58,125,130
"7802",48,32,124,126
"7803",55,50,109,113
"7804",50,50,136,135
"7805",49,51,119,112
"7806",51,44,133,111
"7807",48,57,127,115
"7808",56,40,114,119
"7809",50,52,125,130
"7810",49,52,130,128
"7811",57,57,125,123
"7812",50,46,116,123
"7813",58,51,105,111
"7814",55,56,114,121
"7815",55,37,112,119
"7816",57,53,134,114
"7817",54,55,127,112
"7818",61,49,106,112
"7819",53,36,125,112
"7820",47,52,111,117
"7821",53,52,115,101
"7822",57,52,104,116
"7823",63,62,128,100
"7824",54,53,139,116
"7825",46,48,118,130
"7826",66,54,101,112
"7827",43,51,114,135
"7828",37,45,93,128
"7829",62,54,104,121
"7830",55,43,123,125
"7831",51,59,118,136
"7832",55,46,132,105
"7833",47,43,129,117
"7834",58,45,138,103
"7835",53,47,136,130
"7836",40,52,134,123
"7837",39,51,116,99
"7838",69,38,111,108
"7839",51,50,128,126
"7840",49,59,114,115
"7841",61,53,122,110
"7842",39,48,114,111
"7843",48,47,106,134
"7844",48,50,131,114
"7845",32,58,130,120
"7846",50,58,117,117
"7847",42,61,121,125
"7848",51,41,130,112
"7849",35,49,124,127
"7850",53,58,113,114
"7851",62,54,113,131
"7852",51,55,116,127
"7853",56,39,109,113
"7854",47,44,128,115
"7855",53,56,119,103
"7856",68,58,128,115
"7857",57,50,115,141
"7858",43,59,131,114
"7859",47,34,131,116
"7860",49,48,121,132
"7861",45,57,123,102
"7862",39,63,103,109
"7863",40,52,114,123
"7864",49,51,113,133
"7865",53,45,117,110
"7866",55,59,100,114
"7867",43,51,94,126
"7868",52,58,118,105
"7869",33,46,102,108
"7870",59,44,105,122
"7871",53,54,111,114
"7872",51,55,110,119
"7873",46,51,102,124
"7874",61,45,109,110
"7875",41,59,130,111
"7876",46,51,111,115
"7877",57,50,129,110
"7878",57,42,110,134
"7879",46,56,105,114
"7880",47,54,121,113
"7881",62,61,154,102
"7882",36,52,124,117
"7883",47,48,128,112
"7884",52,37,106,128
"7885",46,54,121,129
"7886",56,49,119,122
"7887",44,54,129,110
"7888",50,42,133,124
"7889",62,50,114,112
"7890",60,45,119,140
"7891",45,56,123,107
"7892",42,55,129,114
"7893",42,52,131,113
"7894",57,66,116,105
"7895",56,49,113,122
"7896",58,51,131,120
"7897",52,50,117,121
"7898",45,46,122,126
"7899",54,56,125,97
"7900",53,44,120,132
"7901",44,48,118,125
"7902",60,50,118,120
"7903",54,53,119,115
"7904",55,43,117,107
"7905",54,52,125,128
"7906",56,43,123,116
"7907",47,43,130,101
"7908",44,46,128,114
"7909",47,62,108,104
"7910",53,48,129,120
"7911",57,42,121,123
"7912",45,46,128,114
"7913",49,48,118,114
"7914",42,53,111,115
"7915",40,41,101,95
"7916",50,48,113,94
"7917",40,63,134,109
"7918",41,61,120,112
"7919",47,56,93,122
"7920",48,60,124,129
"7921",40,56,116,108
"7922",38,47,141,123
"7923",52,51,127,105
"7924",50,48,122,129
"7925",52,62,118,115
"7926",41,50,140,107
"7927",58,43,120,114
"7928",50,54,118,116
"7929",47,50,115,125
"7930",45,44,120,128
"7931",58,45,106,123
"7932",59,52,120,129
"7933",54,43,103,121
"7934",44,49,103,123
"7935",54,49,119,139
"7936",46,55,132,129
"7937",69,55,118,99
"7938",53,51,130,142
"7939",52,54,106,119
"7940",55,58,137,121
"7941",56,57,100,124
"7942",51,48,120,131
"7943",51,46,120,120
"7944",54,50,112,121
"7945",49,50,127,129
"7946",57,49,119,122
"7947",63,52,117,118
"7948",43,56,97,108
"7949",44,52,123,121
"7950",52,48,123,119
"7951",43,52,107,120
"7952",51,57,120,118
"7953",55,60,120,118
"7954",51,53,123,126
"7955",62,69,112,113
"7956",50,45,121,119
"7957",50,42,122,109
"7958",53,48,87,105
"7959",57,55,105,132
"7960",41,55,115,108
"7961",51,49,111,115
"7962",51,41,119,121
"7963",42,48,105,119
"7964",50,33,122,133
"7965",50,42,99,107
"7966",56,47,142,102
"7967",41,49,133,123
"7968",51,43,113,118
"7969",43,46,126,123
"7970",55,33,110,118
"7971",38,53,112,122
"7972",53,50,127,105
"7973",38,52,111,133
"7974",61,61,125,109
"7975",51,42,112,124
"7976",46,46,126,125
"7977",47,50,126,117
"7978",54,57,111,122
"7979",53,49,124,126
"7980",52,51,125,116
"7981",48,49,129,122
"7982",52,50,127,109
"7983",46,49,129,126
"7984",53,50,114,113
"7985",40,52,116,121
"7986",50,52,135,106
"7987",49,45,131,114
"7988",58,51,105,107
"7989",49,59,124,117
"7990",53,54,115,122
"7991",46,62,112,101
"7992",45,54,124,98
"7993",51,51,121,118
"7994",56,48,123,129
"7995",48,46,117,115
"7996",57,44,119,125
"7997",53,54,120,111
"7998",53,43,124,110
"7999",71,49,110,115
"8000",45,45,123,111
"8001",48,44,132,109
"8002",50,53,117,114
"8003",49,46,105,106
"8004",55,60,116,126
"8005",47,53,106,94
"8006",40,44,132,113
"8007",42,50,123,118
"8008",52,83,119,108
"8009",51,51,123,117
"8010",37,49,116,116
"8011",51,52,121,110
"8012",41,58,120,125
"8013",36,53,119,125
"8014",55,40,126,105
"8015",51,53,120,121
"8016",42,41,111,121
"8017",62,65,111,123
"8018",62,48,124,122
"8019",53,43,95,113
"8020",56,54,128,116
"8021",53,55,111,111
"8022",55,47,112,126
"8023",62,52,118,121
"8024",45,53,117,117
"8025",44,45,114,113
"8026",60,48,122,114
"8027",62,52,126,123
"8028",47,43,106,114
"8029",48,48,127,107
"8030",62,51,115,107
"8031",49,54,121,115
"8032",55,46,106,112
"8033",43,43,122,120
"8034",48,59,123,120
"8035",50,46,116,116
"8036",38,47,118,114
"8037",42,47,138,120
"8038",55,52,132,119
"8039",48,52,129,126
"8040",46,50,117,145
"8041",52,45,94,119
"8042",47,50,135,108
"8043",63,46,122,98
"8044",56,52,130,108
"8045",46,62,126,128
"8046",50,57,117,106
"8047",47,52,130,117
"8048",64,52,136,130
"8049",60,46,118,107
"8050",47,55,118,126
"8051",49,43,116,120
"8052",45,56,123,126
"8053",44,39,115,122
"8054",54,46,126,121
"8055",55,58,113,113
"8056",48,58,143,138
"8057",54,45,117,101
"8058",55,50,102,117
"8059",52,53,123,109
"8060",54,48,145,132
"8061",55,50,123,106
"8062",46,55,120,135
"8063",44,53,131,109
"8064",46,54,127,123
"8065",52,50,134,114
"8066",48,43,108,121
"8067",59,63,101,99
"8068",40,53,126,129
"8069",51,57,133,128
"8070",51,67,112,138
"8071",43,40,107,133
"8072",44,48,102,122
"8073",60,62,136,119
"8074",50,51,145,128
"8075",31,51,129,119
"8076",48,47,132,90
"8077",48,52,124,108
"8078",37,42,115,114
"8079",47,53,121,101
"8080",44,41,120,123
"8081",46,50,110,129
"8082",59,48,118,105
"8083",63,58,125,135
"8084",52,39,115,125
"8085",42,64,122,101
"8086",64,49,119,133
"8087",31,47,113,120
"8088",49,42,95,129
"8089",44,55,119,123
"8090",51,56,116,93
"8091",57,58,127,114
"8092",47,53,113,114
"8093",52,49,121,110
"8094",48,52,116,120
"8095",47,43,113,112
"8096",40,53,115,128
"8097",42,33,120,107
"8098",56,50,101,132
"8099",48,39,118,115
"8100",43,41,120,119
"8101",48,62,107,115
"8102",53,47,141,111
"8103",49,57,123,124
"8104",46,49,110,133
"8105",36,59,132,128
"8106",44,44,114,132
"8107",53,57,111,125
"8108",43,45,130,117
"8109",55,47,114,100
"8110",55,39,116,109
"8111",68,41,99,138
"8112",49,50,127,114
"8113",45,56,125,105
"8114",59,54,127,113
"8115",39,43,85,125
"8116",44,44,121,139
"8117",50,49,117,102
"8118",40,56,131,121
"8119",44,47,129,124
"8120",48,38,148,117
"8121",43,55,109,110
"8122",35,66,123,111
"8123",51,48,129,108
"8124",48,56,115,99
"8125",46,48,122,106
"8126",33,57,97,105
"8127",54,54,130,124
"8128",48,52,111,104
"8129",48,55,129,110
"8130",39,57,126,123
"8131",57,58,115,108
"8132",62,44,112,117
"8133",48,38,128,114
"8134",43,52,120,121
"8135",48,55,141,114
"8136",51,46,119,133
"8137",52,51,112,128
"8138",55,39,112,104
"8139",41,50,135,113
"8140",46,63,117,116
"8141",46,46,100,114
"8142",63,45,114,131
"8143",49,62,110,112
"8144",43,43,113,108
"8145",46,56,111,129
"8146",65,54,117,120
"8147",39,40,107,117
"8148",53,52,119,120
"8149",50,44,122,118
"8150",46,52,138,124
"8151",48,56,126,105
"8152",57,48,101,120
"8153",47,45,123,119
"8154",42,43,113,119
"8155",64,48,126,117
"8156",46,53,112,124
"8157",46,44,115,119
"8158",50,54,131,127
"8159",54,56,118,125
"8160",54,53,109,126
"8161",44,53,129,114
"8162",62,53,126,108
"8163",46,47,124,109
"8164",48,47,111,114
"8165",45,54,132,116
"8166",44,53,113,116
"8167",39,55,107,106
"8168",57,55,105,115
"8169",53,54,118,119
"8170",64,47,105,121
"8171",64,47,108,106
"8172",61,51,114,129
"8173",47,63,112,119
"8174",58,45,116,106
"8175",64,50,107,105
"8176",45,57,116,115
"8177",50,54,104,119
"8178",56,52,124,136
"8179",46,53,114,114
"8180",51,52,108,114
"8181",52,48,129,118
"8182",47,56,128,120
"8183",48,54,115,125
"8184",48,64,114,125
"8185",59,60,108,121
"8186",47,56,107,99
"8187",51,49,130,132
"8188",51,51,118,120
"8189",52,43,134,106
"8190",46,41,116,132
"8191",49,46,126,143
"8192",38,57,113,111
"8193",43,42,117,103
"8194",52,53,117,116
"8195",41,53,115,132
"8196",46,49,114,112
"8197",41,51,124,114
"8198",55,55,116,120
"8199",52,53,110,120
"8200",40,50,130,107
"8201",60,46,112,126
"8202",39,43,118,110
"8203",49,55,106,113
"8204",45,47,113,107
"8205",54,44,121,120
"8206",47,60,113,89
"8207",63,39,129,131
"8208",52,61,131,129
"8209",45,48,118,127
"8210",58,57,129,118
"8211",51,49,118,107
"8212",45,68,143,107
"8213",45,54,111,117
"8214",56,42,112,103
"8215",45,64,118,120
"8216",36,35,119,101
"8217",46,61,106,113
"8218",54,63,128,129
"8219",56,58,110,126
"8220",44,55,110,127
"8221",50,58,117,111
"8222",68,66,109,110
"8223",48,52,112,117
"8224",47,52,127,130
"8225",43,41,125,118
"8226",61,38,112,106
"8227",52,32,117,100
"8228",56,55,121,123
"8229",43,44,113,120
"8230",56,39,126,114
"8231",48,41,137,130
"8232",49,41,139,138
"8233",50,56,130,130
"8234",46,48,105,110
"8235",46,55,125,129
"8236",61,44,101,133
"8237",60,57,124,123
"8238",51,44,110,123
"8239",46,48,108,127
"8240",49,42,116,120
"8241",58,44,128,107
"8242",57,46,125,114
"8243",51,50,126,117
"8244",43,46,97,120
"8245",39,61,125,120
"8246",40,53,123,120
"8247",54,57,127,93
"8248",43,43,113,108
"8249",45,42,136,130
"8250",71,49,101,136
"8251",52,41,129,108
"8252",55,52,127,123
"8253",49,57,120,124
"8254",63,57,112,112
"8255",48,55,114,123
"8256",41,49,135,121
"8257",55,36,121,122
"8258",71,51,120,134
"8259",48,51,130,118
"8260",52,44,125,122
"8261",55,45,111,124
"8262",45,54,120,105
"8263",71,53,114,122
"8264",51,38,124,129
"8265",55,42,123,106
"8266",62,43,107,124
"8267",58,59,123,115
"8268",58,51,126,120
"8269",50,49,110,149
"8270",50,45,120,124
"8271",56,49,124,113
"8272",56,59,115,129
"8273",45,48,104,121
"8274",50,54,106,122
"8275",50,50,121,103
"8276",61,54,119,112
"8277",50,57,129,102
"8278",68,42,125,134
"8279",40,57,107,130
"8280",35,53,136,108
"8281",40,48,112,106
"8282",46,50,103,113
"8283",51,46,118,132
"8284",65,55,122,131
"8285",45,49,105,133
"8286",45,47,128,87
"8287",40,55,110,124
"8288",66,55,124,122
"8289",49,46,129,120
"8290",52,47,107,124
"8291",63,51,136,129
"8292",51,43,129,98
"8293",44,48,126,118
"8294",48,54,99,106
"8295",51,53,126,143
"8296",67,42,112,95
"8297",62,44,127,112
"8298",51,42,122,121
"8299",39,53,119,114
"8300",48,50,119,128
"8301",62,58,109,125
"8302",55,38,119,133
"8303",49,60,104,121
"8304",57,60,123,112
"8305",53,49,94,114
"8306",44,52,132,115
"8307",60,55,132,105
"8308",43,45,117,130
"8309",48,60,101,127
"8310",49,46,126,112
"8311",54,54,114,100
"8312",46,49,122,116
"8313",61,53,115,119
"8314",57,43,138,117
"8315",50,48,120,122
"8316",58,44,104,121
"8317",49,44,96,111
"8318",49,43,116,121
"8319",62,43,123,126
"8320",53,35,105,114
"8321",42,49,122,131
"8322",54,58,96,136
"8323",49,48,114,112
"8324",52,62,92,119
"8325",41,43,111,118
"8326",48,57,125,128
"8327",48,56,112,129
"8328",49,65,108,110
"8329",51,53,100,129
"8330",50,56,101,128
"8331",42,53,136,123
"8332",45,43,132,112
"8333",48,39,128,109
"8334",51,66,119,123
"8335",58,52,114,129
"8336",51,40,109,93
"8337",51,58,114,128
"8338",43,53,130,116
"8339",39,44,115,135
"8340",51,35,143,133
"8341",46,50,128,107
"8342",43,46,133,116
"8343",46,49,112,122
"8344",51,55,123,118
"8345",54,51,121,113
"8346",65,41,117,104
"8347",42,51,121,130
"8348",47,50,120,118
"8349",45,38,133,105
"8350",61,46,120,115
"8351",50,40,123,143
"8352",41,53,142,147
"8353",54,63,119,118
"8354",51,61,110,121
"8355",43,45,111,121
"8356",60,48,115,104
"8357",54,55,102,105
"8358",48,49,134,119
"8359",47,54,133,121
"8360",63,40,116,119
"8361",53,49,113,108
"8362",54,51,141,132
"8363",36,57,114,131
"8364",64,39,126,102
"8365",54,44,126,118
"8366",52,47,114,114
"8367",51,50,111,103
"8368",51,53,105,101
"8369",55,52,116,117
"8370",45,44,137,130
"8371",58,49,108,113
"8372",45,48,108,109
"8373",43,37,115,131
"8374",31,48,110,105
"8375",58,34,107,109
"8376",61,42,130,138
"8377",40,57,124,103
"8378",57,46,109,110
"8379",32,50,101,120
"8380",45,56,131,106
"8381",48,56,134,120
"8382",43,50,124,113
"8383",51,48,124,112
"8384",41,52,96,135
"8385",57,44,133,113
"8386",47,47,116,107
"8387",46,51,144,127
"8388",45,51,106,143
"8389",67,64,110,114
"8390",46,49,108,107
"8391",57,56,116,108
"8392",56,59,119,115
"8393",46,52,111,122
"8394",41,48,103,133
"8395",45,55,112,129
"8396",55,37,115,117
"8397",50,52,107,107
"8398",53,51,107,104
"8399",43,55,130,127
"8400",46,56,119,128
"8401",46,37,149,105
"8402",57,54,113,129
"8403",44,60,116,130
"8404",50,58,118,122
"8405",65,39,94,101
"8406",37,53,138,115
"8407",59,62,143,96
"8408",51,47,112,108
"8409",49,56,116,113
"8410",61,52,106,110
"8411",55,46,129,118
"8412",62,41,129,137
"8413",55,43,128,131
"8414",48,51,106,124
"8415",51,48,104,96
"8416",64,49,100,125
"8417",55,49,116,139
"8418",56,41,120,101
"8419",39,61,113,119
"8420",45,56,104,121
"8421",59,54,124,112
"8422",55,42,99,117
"8423",67,56,117,111
"8424",57,53,116,117
"8425",63,54,111,138
"8426",49,53,123,124
"8427",51,38,122,126
"8428",58,46,124,127
"8429",51,61,118,106
"8430",55,44,125,109
"8431",54,48,113,127
"8432",62,45,109,111
"8433",67,51,118,111
"8434",54,51,112,122
"8435",56,46,117,140
"8436",52,60,112,125
"8437",47,32,112,133
"8438",48,52,119,113
"8439",54,59,122,129
"8440",49,40,120,98
"8441",48,53,104,119
"8442",48,44,118,110
"8443",49,52,105,118
"8444",66,53,122,102
"8445",45,56,139,117
"8446",45,51,116,119
"8447",53,50,88,110
"8448",55,44,123,120
"8449",51,52,116,125
"8450",47,34,122,118
"8451",42,55,123,110
"8452",43,48,109,111
"8453",64,38,104,115
"8454",56,52,114,112
"8455",45,49,128,105
"8456",52,55,125,121
"8457",49,58,119,131
"8458",70,51,112,132
"8459",55,49,123,113
"8460",42,45,119,126
"8461",51,52,113,132
"8462",53,51,126,115
"8463",46,54,113,125
"8464",52,59,119,128
"8465",51,38,118,124
"8466",42,48,142,96
"8467",45,49,93,113
"8468",38,52,111,115
"8469",45,50,117,114
"8470",46,52,133,108
"8471",47,48,146,103
"8472",48,51,118,108
"8473",49,38,103,115
"8474",55,49,131,121
"8475",48,53,127,124
"8476",50,46,117,120
"8477",43,48,126,109
"8478",62,56,104,100
"8479",49,56,112,124
"8480",61,47,116,112
"8481",45,47,104,121
"8482",61,59,117,120
"8483",55,50,125,115
"8484",53,43,113,114
"8485",43,56,150,131
"8486",48,46,114,100
"8487",52,67,142,111
"8488",43,58,121,120
"8489",49,38,128,95
"8490",49,43,98,118
"8491",58,56,117,136
"8492",42,47,107,106
"8493",55,42,115,127
"8494",52,54,125,116
"8495",60,46,118,105
"8496",43,64,162,115
"8497",48,54,118,114
"8498",43,53,102,128
"8499",63,59,112,106
"8500",51,40,129,97
"8501",43,55,99,144
"8502",53,49,124,137
"8503",51,53,97,104
"8504",53,56,100,126
"8505",38,67,120,120
"8506",60,66,99,104
"8507",41,43,133,120
"8508",56,41,115,137
"8509",46,52,93,122
"8510",59,56,114,126
"8511",57,43,105,107
"8512",42,53,128,107
"8513",48,40,104,105
"8514",56,55,123,123
"8515",42,63,130,102
"8516",53,45,117,109
"8517",49,56,129,114
"8518",49,47,132,127
"8519",54,47,116,120
"8520",43,42,104,120
"8521",49,48,125,103
"8522",55,55,106,138
"8523",47,51,115,111
"8524",44,51,122,112
"8525",52,50,137,120
"8526",50,55,95,110
"8527",53,49,123,118
"8528",57,64,111,130
"8529",51,59,126,112
"8530",45,56,117,122
"8531",48,45,125,120
"8532",45,43,103,99
"8533",51,48,110,122
"8534",62,43,147,125
"8535",56,56,93,115
"8536",45,44,131,104
"8537",49,49,119,130
"8538",68,41,118,123
"8539",32,58,98,112
"8540",41,45,113,127
"8541",55,40,123,129
"8542",49,62,110,118
"8543",38,38,116,121
"8544",57,51,123,116
"8545",41,48,112,112
"8546",43,43,119,109
"8547",34,47,121,124
"8548",43,50,121,120
"8549",47,42,114,103
"8550",63,53,126,127
"8551",42,42,91,114
"8552",48,53,124,113
"8553",54,65,136,111
"8554",59,53,105,128
"8555",60,47,119,126
"8556",47,49,107,117
"8557",56,51,107,128
"8558",39,60,114,131
"8559",46,54,127,126
"8560",51,47,112,111
"8561",65,49,123,121
"8562",49,50,134,125
"8563",53,51,121,104
"8564",48,45,109,107
"8565",45,54,111,125
"8566",56,53,131,104
"8567",41,65,127,132
"8568",56,52,113,123
"8569",55,56,130,111
"8570",49,53,127,120
"8571",61,44,118,133
"8572",44,56,116,114
"8573",67,63,99,110
"8574",44,43,129,127
"8575",48,46,125,120
"8576",57,44,121,115
"8577",50,53,139,110
"8578",60,42,127,121
"8579",56,48,104,134
"8580",46,56,114,136
"8581",52,59,124,118
"8582",65,57,103,140
"8583",57,47,114,120
"8584",50,43,129,127
"8585",67,42,123,129
"8586",56,77,120,120
"8587",49,65,121,110
"8588",51,61,133,105
"8589",55,64,109,114
"8590",47,58,137,97
"8591",49,43,117,129
"8592",54,50,125,114
"8593",57,56,139,109
"8594",61,40,128,98
"8595",49,53,106,117
"8596",59,38,108,116
"8597",45,40,120,114
"8598",39,46,120,123
"8599",59,45,141,115
"8600",47,55,118,118
"8601",43,55,129,109
"8602",45,47,127,133
"8603",53,42,120,132
"8604",45,54,116,101
"8605",50,58,119,111
"8606",56,38,128,129
"8607",52,47,121,122
"8608",53,50,104,139
"8609",59,55,116,132
"8610",59,50,138,131
"8611",47,56,128,134
"8612",42,53,101,113
"8613",42,51,126,128
"8614",49,44,114,141
"8615",60,55,135,112
"8616",47,43,143,104
"8617",47,52,121,123
"8618",53,52,117,119
"8619",68,44,137,107
"8620",55,53,116,96
"8621",41,59,104,111
"8622",58,69,115,127
"8623",51,60,126,124
"8624",42,58,114,114
"8625",54,54,119,126
"8626",47,59,141,115
"8627",53,49,114,102
"8628",39,56,129,127
"8629",58,50,123,112
"8630",42,55,113,114
"8631",53,42,116,127
"8632",50,49,142,127
"8633",52,46,129,126
"8634",40,48,108,127
"8635",55,40,115,128
"8636",44,61,109,104
"8637",61,57,122,120
"8638",60,53,124,120
"8639",61,59,122,101
"8640",60,46,132,115
"8641",52,45,124,111
"8642",45,58,115,125
"8643",52,40,135,106
"8644",61,56,112,121
"8645",54,38,125,130
"8646",62,48,119,110
"8647",51,54,127,111
"8648",47,41,128,113
"8649",54,46,109,141
"8650",47,63,114,107
"8651",43,49,99,109
"8652",63,53,120,105
"8653",61,52,117,87
"8654",59,49,122,119
"8655",48,55,106,120
"8656",54,48,124,109
"8657",47,44,119,114
"8658",44,42,97,126
"8659",47,48,105,122
"8660",58,55,121,114
"8661",49,52,122,119
"8662",69,58,119,123
"8663",62,44,111,126
"8664",45,39,124,121
"8665",42,41,127,128
"8666",52,50,127,127
"8667",50,51,127,120
"8668",60,41,139,110
"8669",56,51,125,133
"8670",58,57,99,112
"8671",52,48,89,114
"8672",44,50,110,108
"8673",56,47,137,120
"8674",51,53,112,119
"8675",41,45,118,115
"8676",64,63,120,99
"8677",41,64,137,112
"8678",42,49,115,112
"8679",38,67,126,123
"8680",64,55,112,123
"8681",52,54,126,123
"8682",32,52,105,96
"8683",62,62,132,112
"8684",51,47,129,112
"8685",47,53,111,128
"8686",56,58,121,107
"8687",47,41,103,127
"8688",53,53,98,137
"8689",53,40,126,139
"8690",49,58,107,112
"8691",51,48,104,98
"8692",48,69,128,115
"8693",49,49,125,134
"8694",46,54,120,118
"8695",58,61,128,125
"8696",57,51,117,114
"8697",65,56,133,108
"8698",44,50,126,124
"8699",42,50,109,138
"8700",64,68,124,123
"8701",11,13,4,9
"8702",11,16,6,9
"8703",14,10,5,8
"8704",15,4,5,10
"8705",14,11,10,8
"8706",13,11,10,11
"8707",17,12,5,5
"8708",12,9,8,6
"8709",14,15,11,13
"8710",19,13,9,6
"8711",15,9,12,3
"8712",19,14,5,6
"8713",12,19,12,12
"8714",12,11,11,6
"8715",13,7,9,5
"8716",10,8,9,7
"8717",18,13,11,11
"8718",13,15,5,1
"8719",13,14,4,6
"8720",10,16,6,5
"8721",16,14,5,6
"8722",18,11,14,4
"8723",18,8,10,7
"8724",20,19,8,14
"8725",10,10,7,7
"8726",8,9,7,6
"8727",14,10,8,12
"8728",10,12,5,7
"8729",13,8,10,6
"8730",14,22,9,5
"8731",18,13,8,7
"8732",12,16,13,7
"8733",12,18,5,6
"8734",8,21,6,12
"8735",19,10,9,5
"8736",16,16,10,5
"8737",12,15,10,7
"8738",4,12,5,14
"8739",16,18,7,5
"8740",8,12,10,6
"8741",26,9,7,7
"8742",18,18,2,9
"8743",16,15,6,15
"8744",21,18,9,12
"8745",8,10,5,7
"8746",15,13,6,6
"8747",11,9,6,1
"8748",9,7,11,9
"8749",10,9,8,3
"8750",8,14,18,3
"8751",9,15,11,7
"8752",14,22,6,7
"8753",11,8,10,4
"8754",16,16,5,8
"8755",12,15,7,11
"8756",17,10,12,7
"8757",10,12,9,5
"8758",19,13,7,7
"8759",12,20,6,9
"8760",9,13,5,5
"8761",13,8,3,14
"8762",15,21,8,5
"8763",5,6,7,7
"8764",12,12,7,16
"8765",13,10,8,8
"8766",11,13,16,4
"8767",14,17,6,8
"8768",10,9,7,8
"8769",21,14,6,11
"8770",15,13,4,6
"8771",16,11,7,6
"8772",11,20,10,10
"8773",13,16,7,8
"8774",15,13,6,11
"8775",12,13,4,6
"8776",12,8,6,7
"8777",19,20,2,7
"8778",16,18,8,9
"8779",13,11,7,11
"8780",15,8,10,9
"8781",13,16,12,5
"8782",12,14,14,9
"8783",16,11,4,7
"8784",19,16,11,10
"8785",14,10,6,10
"8786",16,17,7,5
"8787",17,20,10,8
"8788",17,15,8,11
"8789",6,13,0,7
"8790",9,16,4,8
"8791",12,18,4,11
"8792",19,14,6,7
"8793",12,12,11,9
"8794",16,13,6,12
"8795",12,21,8,8
"8796",18,23,5,7
"8797",13,10,8,5
"8798",14,16,5,5
"8799",11,16,12,7
"8800",15,16,6,10
"8801",11,14,12,8
"8802",15,20,3,11
"8803",12,13,3,4
"8804",23,19,8,10
"8805",16,16,9,13
"8806",17,15,6,2
"8807",8,10,10,5
"8808",15,10,8,6
"8809",13,10,7,7
"8810",14,9,4,8
"8811",10,19,11,8
"8812",15,16,7,9
"8813",13,17,9,6
"8814",15,18,5,12
"8815",13,16,8,11
"8816",18,20,5,10
"8817",10,13,8,11
"8818",25,12,7,7
"8819",20,19,9,6
"8820",9,17,7,4
"8821",15,8,11,9
"8822",11,12,5,4
"8823",13,14,6,8
"8824",20,13,14,7
"8825",15,7,7,2
"8826",13,14,6,4
"8827",15,13,9,5
"8828",11,10,14,8
"8829",12,16,10,8
"8830",16,14,9,7
"8831",17,11,7,6
"8832",14,9,11,6
"8833",12,6,5,5
"8834",9,15,9,6
"8835",12,16,7,7
"8836",19,15,6,7
"8837",11,8,5,9
"8838",15,17,10,3
"8839",20,15,5,7
"8840",10,6,6,9
"8841",25,14,8,12
"8842",13,24,15,5
"8843",13,13,10,5
"8844",14,13,8,3
"8845",14,5,7,8
"8846",11,10,9,2
"8847",15,18,4,10
"8848",16,19,4,9
"8849",11,12,8,6
"8850",11,16,8,6
"8851",18,14,10,9
"8852",13,13,5,8
"8853",4,11,9,11
"8854",17,17,7,4
"8855",15,13,10,9
"8856",20,17,10,14
"8857",10,7,9,6
"8858",11,16,5,18
"8859",15,13,4,6
"8860",15,14,7,7
"8861",8,15,13,9
"8862",24,10,6,9
"8863",16,13,9,7
"8864",14,15,3,9
"8865",9,14,7,5
"8866",20,21,6,7
"8867",15,13,6,5
"8868",11,17,6,8
"8869",10,10,10,5
"8870",14,14,7,11
"8871",11,12,3,6
"8872",11,13,9,11
"8873",12,16,12,9
"8874",11,15,11,5
"8875",13,12,14,7
"8876",13,12,6,11
"8877",13,13,3,11
"8878",17,20,7,8
"8879",17,16,9,4
"8880",18,16,5,10
"8881",14,17,11,5
"8882",15,15,6,13
"8883",12,17,7,5
"8884",11,16,10,12
"8885",17,4,9,9
"8886",17,12,10,8
"8887",18,9,10,5
"8888",14,21,6,1
"8889",3,14,9,4
"8890",18,15,7,10
"8891",15,17,10,4
"8892",13,19,6,7
"8893",19,18,7,5
"8894",26,19,5,14
"8895",11,12,4,5
