"","V1","V2","V3","V4"
"2406",128,71,113,47
"2407",19,7,15,4
"2408",67,143,47,133
"2409",81,109,66,89
"2410",93,45,87,38
"2411",81,1,66,0
"2412",3,22,3,14
"2413",23,34,23,26
"2414",8,8,11,6
"2415",47,1,45,0
"2416",17,12,12,8
"2417",0,27,0,16
"2418",37,30,24,26
"2419",28,2,23,4
"2420",16,0,18,0
"2421",41,60,30,33
"2422",69,34,40,25
"2423",49,1,41,0
"2424",14,27,15,17
"2425",17,14,15,13
"2426",0,8,0,10
"2427",26,12,27,15
"2428",21,203,19,136
"2429",18,9,21,4
"2430",20,0,21,2
"2431",619,882,436,703
"2432",82,131,63,135
"2433",42,38,34,27
"2434",11,24,9,21
"2435",92,72,75,51
"2436",28,30,15,21
"2437",25,25,15,21
"2438",22,11,22,14
"2439",8,12,6,10
"2440",21,31,17,26
"2441",113,132,69,108
"2442",19,8,18,1
"2443",52,95,61,91
"2444",156,71,121,48
"2445",50,20,25,12
"2446",25,13,21,8
"2447",130,84,135,79
"2448",137,110,109,90
"2449",81,34,62,17
"2450",652,183,453,157
"2451",69,54,65,26
"2452",37,65,42,54
"2453",20,5,18,6
"2454",155,336,106,237
"2455",17,13,19,6
"2456",126,41,111,26
"2457",27,0,18,0
"2458",3,37,3,16
"2459",33,48,27,29
"2460",77,37,88,28
"2461",94,41,52,27
"2462",18,0,15,0
"2463",14,17,9,12
"2464",208,50,170,40
"2465",130,0,100,1
"2466",278,183,233,125
"2467",14,1,7,0
"2468",397,246,306,179
"2469",587,317,491,268
"2470",61,38,64,34
"2471",375,162,315,121
"2472",64,28,55,21
"2473",242,7,179,7
"2474",101,84,81,53
"2475",0,31,0,32
"2476",156,4,108,2
"2477",548,655,452,567
"2478",192,6,138,4
"2479",62,31,53,24
"2480",51,6,47,3
"2481",99,123,73,92
"2482",52,89,53,68
"2483",14,4,11,1
"2484",15,24,18,21
"2485",70,150,41,114
"2486",413,283,337,234
"2487",99,100,72,85
"2488",72,100,56,82
"2489",97,164,71,93
"2490",12,49,8,20
"2491",0,33,0,20
"2492",66,103,66,83
"2493",78,300,55,247
"2494",1,143,0,110
"2495",185,115,163,100
"2496",14,0,12,0
"2497",61,38,43,24
"2498",419,270,354,192
"2499",118,48,107,38
"2500",44,20,22,14
"2501",0,599,0,441
"2502",233,100,214,84
"2503",53,20,30,28
"2504",198,153,190,110
"2505",7,30,9,29
"2506",81,94,74,70
"2507",40,31,24,17
"2508",50,31,50,18
"2509",78,18,61,25
"2510",261,254,177,154
"2511",19,8,7,16
"2512",28,21,26,12
"2513",68,34,67,34
"2514",326,327,249,235
"2515",21,23,7,16
"2516",27,2,25,1
"2517",58,27,34,18
"2518",128,0,97,0
"2519",82,39,66,36
"2520",46,12,38,13
"2521",42,6,36,6
"2522",222,58,162,61
"2523",236,103,187,76
"2524",42,53,41,42
"2525",45,0,41,0
"2526",104,62,85,55
"2527",27,7,28,11
"2528",272,168,242,122
"2529",239,284,196,231
"2530",85,85,70,72
"2531",84,104,71,78
"2532",12,30,4,21
"2533",6,20,7,19
"2534",19,0,19,0
"2535",240,100,188,71
"2536",166,39,127,37
"2537",59,18,36,14
"2538",204,171,136,136
"2539",27,51,26,31
"2540",89,80,78,38
"2541",85,0,58,0
"2542",28,0,12,0
"2543",77,93,54,69
"2544",452,213,353,149
"2545",242,98,201,89
"2546",248,119,220,103
"2547",392,152,330,123
"2548",80,0,51,0
"2549",274,694,236,491
"2550",1,28,1,23
"2551",65,0,50,0
"2552",37,0,37,0
"2553",299,277,218,233
"2554",249,97,201,80
"2555",58,59,31,39
"2556",99,39,86,36
"2557",110,48,88,45
"2558",40,23,29,15
"2559",328,229,262,203
"2560",181,158,141,114
"2561",170,137,144,119
"2562",16,2,13,5
"2563",50,0,36,1
"2564",152,64,99,41
"2565",82,39,67,28
"2566",141,177,113,151
"2567",15,0,13,0
"2568",4,29,4,23
"2569",78,199,73,140
"2570",21,24,20,17
"2571",35,56,23,46
"2572",165,46,123,45
"2573",47,152,60,106
"2574",41,53,19,37
"2575",163,7,130,3
"2576",41,83,25,55
"2577",53,55,44,56
"2578",122,384,92,288
"2579",187,334,157,247
"2580",44,28,23,23
"2581",10,11,9,4
"2582",21,41,23,40
"2583",16,32,19,25
"2584",5,157,8,107
"2585",100,42,78,25
"2586",155,121,120,90
"2587",16,13,13,8
"2588",108,182,75,142
"2589",181,152,144,146
"2590",225,134,162,108
"2591",185,170,136,117
"2592",8,2,8,3
"2593",274,362,206,258
"2594",16,0,14,0
"2595",153,198,109,157
"2596",6,31,6,24
"2597",18,28,11,25
"2598",4,12,5,10
"2599",67,118,46,89
"2600",33,33,31,22
"2601",433,673,354,517
"2602",110,21,93,24
"2603",214,90,180,75
"2604",53,35,36,21
"2605",379,275,292,217
"2606",1,198,0,149
"2607",18,21,15,15
"2608",26,17,17,22
"2609",44,157,29,111
"2610",23,99,13,81
"2611",368,312,285,218
"2612",79,80,34,60
"2613",14,33,12,27
"2614",28,0,29,0
"2615",17,7,18,12
"2616",40,18,15,9
"2617",19,0,20,0
"2618",64,64,49,44
"2619",43,51,43,42
"2620",29,28,20,16
"2621",20,25,18,11
"2622",102,54,95,48
"2623",27,24,21,19
"2624",12,13,12,17
"2625",41,47,28,41
"2626",66,3,62,2
"2627",53,97,59,85
"2628",38,84,32,54
"2629",24,0,12,0
"2630",26,36,19,28
"2631",71,81,63,59
"2632",23,38,24,24
"2633",51,50,32,49
"2634",33,27,35,24
"2635",29,7,26,9
"2636",18,20,7,6
"2637",2,199,1,128
"2638",117,140,89,95
"2639",65,24,81,18
"2640",56,17,44,18
"2641",13,10,13,8
"2642",75,31,67,25
"2643",10,59,2,48
"2644",34,13,38,13
"2645",23,0,26,2
"2646",18,5,10,4
"2647",248,0,192,0
"2648",12,32,10,15
"2649",42,27,31,21
"2650",12,10,15,9
"2651",68,74,50,38
"2652",78,120,60,65
"2653",67,43,36,24
"2654",182,0,154,0
"2655",1,14,2,10
"2656",22,11,20,12
"2657",14,9,8,3
"2658",35,11,29,11
"2659",195,117,134,80
"2660",19,7,13,4
"2661",56,33,43,20
"2662",32,10,21,2
"2663",107,118,84,93
"2664",30,3,30,3
"2665",12,99,12,68
"2666",20,19,10,6
"2667",265,587,204,491
"2668",15,57,11,31
"2669",3,30,4,21
"2670",47,40,37,32
"2671",25,6,12,8
"2672",9,20,1,19
"2673",8,200,4,132
"2674",28,0,28,0
"2675",11,15,12,11
"2676",31,146,28,110
"2677",33,26,26,31
"2678",48,37,36,29
"2679",20,4,19,7
"2680",102,43,76,36
"2681",115,100,103,61
"2682",0,35,0,25
"2683",3,36,5,22
"2684",47,5,41,2
"2685",6,9,6,8
"2686",55,63,71,62
"2687",17,11,12,15
"2688",63,146,53,100
"2689",4,20,3,16
"2690",30,0,20,0
"2691",207,24,165,17
"2692",39,18,20,9
"2693",8,22,3,22
"2694",32,41,24,24
"2695",106,122,95,80
"2696",8,10,10,16
"2697",71,0,54,1
"2698",23,0,17,0
"2699",36,34,20,34
"2700",51,0,42,0
"2701",22,20,19,13
"2702",13,12,10,14
"2703",149,107,115,90
"2704",13,29,12,15
"2705",154,0,140,0
"2706",52,17,32,14
"2707",68,0,50,0
"2708",6,9,6,9
"2709",101,45,79,30
"2710",67,20,54,15
"2711",22,15,14,15
"2712",21,33,14,38
"2713",46,53,34,33
"2714",38,43,29,34
"2715",34,26,17,10
"2716",108,4,93,3
"2717",98,0,71,0
"2718",17,11,20,6
"2719",83,89,69,79
"2720",17,25,12,15
"2721",20,7,12,2
"2722",4,15,5,12
"2723",40,90,29,68
"2724",9,5,13,2
"2725",6,18,10,21
"2726",53,44,40,44
"2727",50,69,50,57
"2728",131,80,106,67
"2729",73,203,75,146
"2730",13,0,10,0
"2731",17,23,7,10
"2732",11,5,10,3
"2733",129,212,108,160
"2734",221,0,174,1
"2735",13,10,8,9
"2736",82,58,68,55
"2737",7,22,14,11
"2738",36,45,26,26
"2739",10,77,13,50
"2740",39,35,19,25
"2741",582,388,434,323
"2742",1594,1182,1290,988
"2743",125,231,85,175
"2744",38,47,33,25
"2745",65,66,58,50
"2746",45,138,59,102
"2747",22,36,20,20
"2748",36,47,37,26
"2749",23,35,18,18
"2750",136,0,110,0
"2751",14,2,22,1
"2752",25,23,18,15
"2753",92,1,83,0
"2754",115,64,99,54
"2755",17,0,17,0
"2756",117,100,93,66
"2757",186,118,155,65
"2758",111,0,80,0
"2759",136,162,138,112
"2760",109,82,65,54
"2761",1,1143,4,899
"2762",2110,870,1720,706
"2763",24,41,24,44
"2764",401,669,322,534
"2765",27,22,16,15
"2766",250,292,168,248
"2767",9,16,17,16
"2768",34,19,33,11
"2769",24,12,22,18
"2770",92,81,84,86
"2771",7,12,11,5
"2772",14,2,15,3
"2773",17,13,10,19
"2774",20,16,18,18
"2775",27,21,15,19
"2776",18,9,9,5
"2777",68,48,52,52
"2778",13,47,9,42
"2779",1,477,0,349
"2780",98,103,88,76
"2781",159,210,163,201
"2782",42,5,29,5
"2783",74,117,62,97
"2784",71,129,73,104
"2785",414,370,348,262
"2786",340,237,255,184
"2787",865,1393,657,1088
"2788",32,6,23,12
"2789",72,51,54,29
"2790",130,156,131,109
"2791",39,77,29,59
"2792",19,0,11,0
"2793",16,4,11,1
"2794",86,83,84,47
"2795",30,8,22,16
"2796",27,0,22,0
"2797",219,215,175,133
"2798",90,122,78,108
"2799",17,23,13,19
"2800",9,53,7,39
"2801",239,316,200,259
"2802",122,106,90,70
"2803",104,49,79,27
"2804",20,0,9,0
"2805",13,35,11,27
"2806",140,110,124,79
"2807",24,20,19,20
"2808",20,26,14,28
"2809",101,35,73,26
"2810",38,23,39,24
"2811",306,27,221,26
"2812",180,104,124,69
"2813",36,22,27,10
"2814",89,74,82,66
"2815",68,20,54,13
"2816",52,1,41,0
"2817",44,17,20,15
"2818",34,47,43,59
"2819",135,45,106,29
"2820",660,288,527,200
"2821",25,0,15,0
"2822",4,14,9,11
"2823",34,35,24,31
"2824",1,180,1,140
"2825",88,123,77,109
"2826",8,4,7,0
"2827",26,102,17,71
"2828",79,48,52,33
"2829",54,45,43,47
"2830",45,13,41,13
"2831",32,31,30,15
"2832",27,28,29,26
"2833",24,0,6,0
"2834",43,37,39,36
"2835",205,4,180,5
"2836",107,116,60,101
"2837",15,69,20,36
"2838",42,39,36,37
"2839",13,16,8,9
"2840",29,40,11,29
"2841",28,0,24,0
"2842",12,0,9,0
"2843",34,32,24,34
"2844",50,45,29,37
"2845",48,11,33,11
"2846",11,0,4,0
"2847",18,29,10,25
"2848",74,112,68,87
"2849",15,4,8,3
"2850",132,267,88,205
"2851",30,17,24,13
"2852",235,805,177,621
"2853",17,4,10,2
"2854",51,65,46,60
"2855",29,28,27,27
"2856",79,192,57,151
"2857",32,50,18,54
"2858",15,9,13,5
"2859",43,75,36,47
"2860",13,27,10,30
"2861",258,205,214,161
"2862",58,34,36,18
"2863",73,114,42,92
"2864",99,120,99,84
"2865",6,34,6,23
"2866",85,113,74,80
"2867",80,77,51,49
"2868",115,58,108,37
"2869",111,129,107,73
"2870",0,96,2,61
"2871",116,373,71,254
"2872",301,202,275,153
"2873",168,7,133,4
"2874",20,78,18,70
"2875",75,77,62,53
"2876",10,30,17,21
"2877",67,0,54,0
"2878",35,64,36,43
"2879",67,0,65,0
"2880",9,9,4,5
"2881",18,2,13,7
"2882",13,63,16,54
"2883",30,0,30,0
"2884",56,22,51,23
"2885",31,26,18,37
"2886",53,244,46,191
"2887",4,924,5,741
"2888",7,10,5,6
"2889",40,6,44,2
"2890",18,229,8,169
"2891",30,70,17,47
"2892",2,26,2,20
"2893",83,94,77,81
"2894",0,15,0,12
"2895",35,33,29,17
"2896",16,37,22,28
"2897",17,3,14,2
"2898",22,15,11,20
"2899",38,106,31,62
"2900",4,41,2,20
"2901",116,115,109,105
"2902",9,5,7,5
"2903",29,8,10,8
"2904",5,15,5,20
"2905",4,13,4,8
"2906",103,181,87,144
"2907",15,34,23,21
"2908",86,0,77,0
"2909",12,0,14,0
"2910",39,11,37,4
"2911",26,40,18,26
"2912",30,29,23,17
"2913",203,153,156,104
"2914",0,20,0,19
"2915",85,34,62,27
"2916",49,46,32,45
"2917",24,16,30,13
"2918",44,0,34,0
"2919",0,148,0,127
"2920",60,74,40,36
"2921",178,79,116,84
"2922",18,25,21,24
"2923",47,22,44,10
"2924",39,65,44,49
"2925",0,85,0,94
"2926",40,0,26,0
"2927",43,16,34,12
"2928",21,6,16,3
"2929",18,8,16,5
"2930",6,10,12,12
"2931",18,46,18,25
"2932",25,17,17,10
"2933",25,26,21,16
"2934",79,5,63,2
"2935",122,128,92,119
"2936",52,18,50,9
"2937",20,62,17,48
"2938",70,53,58,30
"2939",4,118,4,89
"2940",270,342,238,258
"2941",26,14,23,12
"2942",101,90,69,59
"2943",47,28,33,30
"2944",12,7,13,9
"2945",25,13,21,4
"2946",10,18,17,15
"2947",1,20,3,16
"2948",4,677,1,526
"2949",92,95,68,47
"2950",107,66,114,57
"2951",178,180,107,149
"2952",28,17,25,18
"2953",107,66,105,74
"2954",23,26,16,19
"2955",165,330,132,269
"2956",16,23,12,25
"2957",10,46,7,23
"2958",566,710,462,511
"2959",14,25,12,21
"2960",25,3,22,1
"2961",25,12,23,7
"2962",0,98,0,71
"2963",67,28,44,23
"2964",10,8,8,13
"2965",83,168,43,151
"2966",12,20,8,13
"2967",67,100,65,73
"2968",65,154,57,127
"2969",1,34,2,33
"2970",101,703,88,591
"2971",15,12,10,8
"2972",88,61,67,46
"2973",111,111,52,103
"2974",5,26,2,22
"2975",50,47,31,31
"2976",71,56,67,36
"2977",87,38,53,33
"2978",79,70,56,56
"2979",0,31,0,31
"2980",45,25,42,16
"2981",39,47,26,33
"2982",86,214,73,154
"2983",54,227,44,171
"2984",4,34,5,23
"2985",104,0,83,0
"2986",40,0,35,0
"2987",14,21,9,17
"2988",83,119,54,98
"2989",0,16,1,10
"2990",37,69,24,45
"2991",107,86,77,82
"2992",277,336,222,247
"2993",77,37,55,19
"2994",146,155,124,152
"2995",47,32,33,20
"2996",16,14,19,22
"2997",50,92,36,67
"2998",1,23,1,13
"2999",11,15,15,14
"3000",66,65,47,48
"3001",7,18,6,12
"3002",12,10,5,9
"3003",36,51,36,40
"3004",104,11,90,10
"3005",23,10,16,6
"3006",82,49,72,39
"3007",20,9,17,4
"3008",50,3,38,2
"3009",0,21,0,15
"3010",31,0,19,0
"3011",42,6,35,4
"3012",46,60,40,39
"3013",137,20,116,9
"3014",40,228,25,198
"3015",13,0,19,0
"3016",87,93,68,74
"3017",82,134,78,98
"3018",32,31,29,18
"3019",89,14,75,6
"3020",65,135,53,98
"3021",129,86,108,70
"3022",7,13,6,12
"3023",1,35,2,18
"3024",12,0,14,0
"3025",197,87,155,58
"3026",28,591,19,455
"3027",161,84,118,72
"3028",52,129,45,96
"3029",10,16,11,8
"3030",1,25,0,25
"3031",265,417,224,338
"3032",205,240,154,197
"3033",69,16,50,18
"3034",4,17,7,16
"3035",56,18,48,7
"3036",145,108,77,94
"3037",1,462,0,359
"3038",18,0,10,0
"3039",20,29,5,36
"3040",15,21,15,5
"3041",147,94,97,78
"3042",4,28,3,20
"3043",77,91,47,55
"3044",5,25,2,13
"3045",52,63,38,57
"3046",127,237,100,178
"3047",23,44,17,34
"3048",72,66,69,53
"3049",40,56,38,32
"3050",103,122,84,90
"3051",118,97,82,83
"3052",0,18,0,12
"3053",27,46,22,38
"3054",35,13,17,8
"3055",65,85,64,74
"3056",167,225,122,194
"3057",32,23,27,13
"3058",0,56,0,33
"3059",180,52,133,34
"3060",10,6,14,9
"3061",58,17,45,10
"3062",11,17,12,12
"3063",35,118,28,82
"3064",112,238,77,153
"3065",63,122,36,87
"3066",92,117,80,70
"3067",109,46,74,45
"3068",28,42,20,30
"3069",385,371,309,314
"3070",110,137,80,98
"3071",84,74,75,51
"3072",1547,1148,1100,829
"3073",8,13,0,8
"3074",72,190,58,141
"3075",239,134,201,96
"3076",13,7,12,3
"3077",15,21,11,14
"3078",88,88,59,63
"3079",12,6,11,2
"3080",0,99,0,72
"3081",31,17,28,10
"3082",103,117,92,91
"3083",48,25,39,17
"3084",161,257,126,216
"3085",68,59,64,43
"3086",45,16,34,19
"3087",64,0,58,0
"3088",27,12,32,11
"3089",167,69,118,43
"3090",12,11,13,11
"3091",40,0,29,1
"3092",36,34,34,25
"3093",137,3,91,2
"3094",19,55,10,58
"3095",51,48,49,51
"3096",139,305,110,233
"3097",19,31,25,20
"3098",18,51,21,27
"3099",75,32,62,17
"3100",0,7,0,8
"3101",114,52,88,39
"3102",41,0,33,0
"3103",348,151,288,126
"3104",55,5,61,3
"3105",16,12,24,7
"3106",42,12,34,5
"3107",23,7,19,12
"3108",185,52,154,40
"3109",70,58,40,27
"3110",187,309,145,239
"3111",32,47,33,48
"3112",13,16,7,6
"3113",116,454,99,352
"3114",53,42,35,39
"3115",129,1,97,1
"3116",103,44,89,37
"3117",22,80,15,62
"3118",79,155,59,141
"3119",55,0,43,0
"3120",175,100,122,97
"3121",51,29,53,20
"3122",72,54,75,42
"3123",135,104,110,86
"3124",353,1395,313,1062
"3125",33,27,34,26
"3126",35,77,32,72
"3127",304,46,251,34
"3128",28,76,25,46
"3129",11,23,5,27
"3130",76,40,43,31
"3131",75,47,55,52
"3132",85,32,54,21
"3133",124,0,98,0
"3134",15,5,12,6
"3135",14,13,13,13
"3136",71,3,54,2
"3137",70,13,49,12
"3138",0,110,1,84
"3139",36,7,49,2
"3140",38,19,33,33
"3141",30,38,27,21
"3142",94,85,67,73
"3143",40,60,23,30
"3144",59,28,47,23
"3145",88,129,70,94
"3146",0,87,0,72
"3147",4,10,1,2
"3148",14,15,17,11
"3149",40,50,36,46
"3150",127,52,94,40
"3151",40,0,20,0
"3152",12,23,7,27
"3153",16,20,6,13
"3154",14,48,18,44
"3155",13,17,21,12
"3156",31,2,16,1
"3157",12,5,6,9
"3158",12,1,10,0
"3159",33,0,30,0
"3160",0,22,0,19
"3161",52,8,45,5
"3162",40,34,29,20
"3163",28,8,21,10
"3164",23,20,18,12
"3165",75,88,42,73
"3166",10,23,8,18
"3167",233,92,199,80
"3168",39,20,21,14
"3169",149,48,110,40
"3170",28,94,16,61
"3171",4,17,5,14
"3172",23,5,16,0
"3173",119,87,105,89
"3174",10,18,7,14
"3175",80,46,37,34
"3176",9,19,9,21
"3177",10,25,10,10
"3178",6,19,7,16
"3179",15,9,8,5
"3180",21,0,13,0
"3181",37,62,30,51
"3182",141,43,130,31
"3183",22,73,12,70
"3184",11,8,6,7
"3185",26,30,24,19
"3186",82,116,66,96
"3187",0,21,1,11
"3188",26,22,23,9
"3189",100,112,75,88
"3190",44,33,32,19
"3191",159,393,141,296
"3192",2,24,4,24
"3193",16,0,12,0
"3194",21,19,12,13
"3195",16,0,15,0
"3196",8,13,9,17
"3197",68,99,35,66
"3198",17,20,9,5
"3199",17,43,19,35
"3200",95,22,62,23
"3201",19,32,14,22
"3202",12,0,14,0
"3203",0,30,0,29
"3204",12,0,10,0
"3205",76,5,71,3
"3206",138,0,109,0
"3207",17,28,15,23
"3208",30,0,19,0
"3209",102,173,56,120
"3210",22,35,23,33
"3211",26,5,29,10
"3212",9,16,6,18
"3213",1,10,2,11
"3214",56,46,30,36
"3215",2,12,2,12
"3216",45,23,29,16
"3217",84,33,61,35
"3218",133,134,111,109
"3219",1,96,0,87
"3220",24,12,23,9
"3221",78,68,60,57
"3222",23,0,11,0
"3223",220,250,209,171
"3224",24,23,20,18
"3225",93,77,92,66
"3226",27,31,33,34
"3227",168,0,131,0
"3228",22,0,17,0
"3229",89,197,79,159
"3230",48,109,47,72
"3231",30,56,25,40
"3232",117,12,101,12
"3233",15,17,14,12
"3234",14,61,11,41
"3235",24,8,23,4
"3236",21,19,13,16
"3237",21,8,29,6
"3238",67,117,69,83
"3239",100,208,66,148
"3240",69,0,71,0
"3241",25,27,21,28
"3242",76,90,57,75
"3243",61,52,52,56
"3244",69,68,44,59
"3245",89,52,68,34
"3246",36,24,31,26
"3247",27,26,16,21
"3248",152,98,137,76
"3249",55,121,43,97
"3250",36,4,23,6
"3251",14,0,14,0
"3252",50,0,35,0
"3253",60,40,55,33
"3254",112,97,74,62
"3255",40,0,34,0
"3256",26,0,8,1
"3257",53,53,41,49
"3258",17,5,17,7
"3259",478,325,376,277
"3260",114,154,86,117
"3261",25,0,23,0
"3262",114,35,78,34
"3263",20,31,14,23
"3264",174,9,147,6
"3265",36,19,23,13
"3266",1176,1182,936,873
"3267",107,62,90,68
"3268",35,63,38,42
"3269",112,74,97,56
"3270",10,0,8,0
"3271",69,0,57,0
"3272",34,42,41,27
"3273",42,13,30,9
"3274",68,84,59,54
"3275",44,0,32,1
"3276",21,11,18,10
"3277",19,18,12,13
"3278",23,14,11,5
"3279",100,30,77,20
"3280",14,19,10,10
"3281",18,8,17,6
"3282",93,0,72,0
"3283",259,0,206,0
"3284",95,38,55,26
"3285",125,139,103,109
"3286",27,0,15,0
"3287",191,205,161,139
"3288",64,17,55,28
"3289",26,19,17,17
"3290",41,0,37,0
"3291",15,12,8,4
"3292",176,105,95,76
"3293",137,106,118,84
"3294",148,80,130,80
"3295",10,11,12,17
"3296",40,0,26,0
"3297",14,0,8,0
"3298",214,87,155,81
"3299",14,0,8,0
"3300",15,0,17,1
"3301",122,3,125,3
"3302",14,0,11,0
"3303",185,386,163,300
"3304",0,26,0,27
"3305",21,9,9,6
"3306",36,53,39,37
"3307",22,22,20,16
"3308",16,15,27,18
"3309",56,1,47,2
"3310",1146,0,904,0
"3311",23,35,18,36
"3312",88,173,71,130
"3313",15,0,1,0
"3314",18,16,9,9
"3315",71,67,50,55
"3316",61,73,42,63
"3317",15,0,7,0
"3318",23,18,30,5
"3319",169,154,154,124
"3320",38,0,26,0
"3321",44,27,29,23
"3322",510,535,425,403
"3323",30,18,30,6
"3324",210,156,158,119
"3325",31,11,23,10
"3326",69,26,52,20
"3327",101,104,91,79
"3328",52,43,52,42
"3329",14,7,8,7
"3330",55,59,41,52
"3331",25,1,22,0
"3332",101,1,89,4
"3333",255,127,223,101
"3334",224,221,180,148
"3335",239,192,159,156
"3336",19,4,16,4
"3337",11,6,12,5
"3338",17,5,14,4
"3339",23,0,11,0
"3340",36,16,16,7
"3341",5,61,9,38
"3342",180,72,129,53
"3343",225,0,174,0
"3344",13,8,12,7
"3345",16,28,18,31
"3346",14,43,13,27
"3347",73,76,58,53
"3348",115,85,70,49
"3349",38,2,35,2
"3350",40,0,25,2
"3351",24,44,25,27
"3352",60,42,30,41
"3353",12,24,15,10
"3354",92,117,63,70
"3355",17,16,7,10
"3356",59,222,63,205
"3357",90,0,73,0
"3358",9,22,11,12
"3359",19,24,10,13
"3360",86,40,57,31
"3361",73,80,54,61
"3362",42,8,31,15
"3363",48,4,20,4
"3364",84,92,72,87
"3365",851,102,723,99
"3366",9,18,5,13
"3367",182,0,171,0
"3368",139,63,125,55
"3369",17,0,17,0
"3370",111,428,82,256
"3371",209,457,153,348
"3372",12,16,8,8
"3373",18,15,13,17
"3374",164,247,121,199
"3375",101,67,85,54
"3376",476,308,366,201
"3377",11,21,9,27
"3378",0,86,0,55
"3379",78,77,63,73
"3380",66,0,42,0
"3381",12,0,6,0
"3382",28,1,26,1
"3383",18,19,19,18
"3384",15,0,17,0
"3385",13,70,13,53
"3386",75,80,50,57
"3387",141,219,121,163
"3388",35,75,27,53
"3389",62,71,68,39
"3390",65,68,56,47
"3391",341,312,248,237
"3392",16,39,13,25
"3393",162,164,130,119
"3394",108,733,95,592
"3395",105,104,101,84
"3396",22,41,14,20
"3397",117,35,98,34
"3398",141,134,124,118
"3399",21,13,15,7
"3400",6,30,7,15
"3401",59,72,50,59
"3402",35,56,35,34
"3403",59,69,44,44
"3404",43,17,33,9
"3405",121,176,94,119
"3406",224,516,188,385
"3407",80,146,73,101
"3408",222,375,185,258
"3409",12,13,3,11
"3410",0,7,0,4
"3411",77,103,66,76
"3412",42,13,22,11
"3413",48,35,36,28
"3414",12,15,8,18
"3415",28,41,23,32
"3416",131,171,94,105
"3417",47,96,37,68
"3418",42,17,30,17
"3419",24,0,25,0
"3420",143,80,112,49
"3421",68,46,58,31
"3422",75,90,63,53
"3423",110,48,76,35
"3424",216,269,179,181
"3425",23,29,20,17
"3426",21,66,25,41
"3427",31,5,29,1
"3428",92,156,64,126
"3429",64,0,53,0
"3430",70,77,60,58
"3431",41,0,26,0
"3432",31,52,24,44
"3433",187,297,130,216
"3434",629,605,493,464
"3435",22,40,17,37
"3436",11,8,10,7
"3437",42,21,21,14
"3438",106,71,88,66
"3439",17,14,11,10
"3440",13,61,13,54
"3441",605,352,491,300
"3442",61,226,48,177
"3443",0,242,1,159
"3444",58,195,44,138
"3445",941,423,748,323
"3446",33,25,14,22
"3447",47,43,42,33
"3448",33,11,21,10
"3449",57,56,54,55
"3450",28,13,28,6
"3451",588,895,458,693
"3452",5,53,6,35
"3453",15,94,14,69
"3454",18,27,11,32
"3455",12,105,9,62
"3456",8,13,5,9
"3457",26,0,21,0
"3458",39,53,27,50
"3459",0,77,1,56
"3460",212,176,180,139
"3461",38,117,41,95
"3462",138,136,88,84
"3463",25,5,15,1
"3464",69,49,62,43
"3465",19476,11343,15284,8876
"3466",283,337,204,251
"3467",133,99,109,93
"3468",175,129,135,87
"3469",72,64,33,53
"3470",101,0,59,1
"3471",35,3,29,1
"3472",216,60,191,42
"3473",85,86,69,60
"3474",50,87,39,69
"3475",16,48,16,49
"3476",25,2,17,1
"3477",232,85,193,65
"3478",38,22,31,10
"3479",785,457,621,376
"3480",3,17,1,15
"3481",298,262,251,206
"3482",175,173,164,142
"3483",48,31,31,29
"3484",24,93,19,58
"3485",150,260,128,200
"3486",110,203,83,146
"3487",8,23,9,17
"3488",89,32,105,22
"3489",51,12,30,9
"3490",81,75,78,52
"3491",361,199,263,163
"3492",0,60,0,53
"3493",118,164,89,116
"3494",0,15,0,15
"3495",51,48,37,39
"3496",94,160,83,114
"3497",9,17,11,22
"3498",114,92,94,64
"3499",69,30,34,28
"3500",121,105,94,89
"3501",27,0,28,0
"3502",312,14,260,5
"3503",85,76,61,55
"3504",0,160,0,110
"3505",40,49,33,31
"3506",554,403,427,307
"3507",76,72,52,38
"3508",5,18,4,15
"3509",23,0,20,0
"3510",17,11,12,5
"3511",77,121,66,88
"3512",594,461,508,306
"3513",175,247,149,186
"3514",12,26,12,21
"3515",118,103,83,93
"3516",76,105,54,66
"3517",66,12,50,8
"3518",50,50,52,38
"3519",21,29,6,33
"3520",0,49,0,33
"3521",20,23,15,10
"3522",21,32,12,29
"3523",61,54,50,39
"3524",34,100,34,75
"3525",118,120,88,118
"3526",47,35,39,29
"3527",14,25,16,17
"3528",29,0,18,1
"3529",133,63,120,57
"3530",44,27,31,14
"3531",160,109,149,78
"3532",131,45,116,26
"3533",23,13,14,9
"3534",123,266,95,187
"3535",88,162,68,127
"3536",27,12,31,10
"3537",59,86,45,65
"3538",45,45,42,38
"3539",1,36,4,25
"3540",43,26,27,17
"3541",120,174,110,141
"3542",29,13,19,10
"3543",203,269,181,205
"3544",9,19,11,13
"3545",90,150,77,134
"3546",25,13,18,9
"3547",61,137,50,90
"3548",10,5,8,8
"3549",15,17,13,13
"3550",17,27,17,15
"3551",15,25,11,16
"3552",68,46,47,43
"3553",51,45,40,29
"3554",38,45,29,29
"3555",46,52,37,36
"3556",45,1,29,0
"3557",45,73,38,63
"3558",17,74,6,50
"3559",15,21,11,31
"3560",36,6,36,8
"3561",31,44,20,32
"3562",117,140,92,102
"3563",11,11,8,9
"3564",73,42,50,38
"3565",116,92,80,78
"3566",77,47,67,56
"3567",19,22,21,19
"3568",11,0,12,0
